분류번호,명칭,수준,시간
1202010301_16v2,결혼예식장 고객 관리,3,30
1202010302_14v1,결혼예식장 연회 관리,3,30
1202010303_14v1,결혼예식장 조리 관리,3,30
1202010304_14v1,결혼예식장 시설 관리,3,30
1202010306_14v1,결혼예식장 마케팅,3,30
1202010307_14v1,결혼예식장 경영지원,4,30
1202010308_14v1,결혼예식 소비자 분쟁 관리,5,30
1202010309_16v2,결혼예식 진행,2,30
1202010310_16v2,결혼예식장 공간관리,2,30
1202010401_16v2,웨딩촬영 기획,3,45
1202010402_14v1,웨딩 뷰티 스타일링,3,45
1202010403_16v2,웨딩드레스 스타일링,3,45
1202010404_16v2,한복 예단 상담·관리,3,30
1202010405_16v2,예복 스타일링,3,30
1202010406_14v1,예물 상담,3,30
1202010407_14v1,웨딩플라워 스타일링,3,30
1202010408_16v2,전통혼례 기획,3,45
1202010409_14v1,신혼여행 기획,3,10
1202020101_16v2,장사행정관리,5,50
1202020102_16v2,장례식장 운영지원,3,40
1202020103_16v2,장례식장 시설관리,3,40
1202020104_16v2,장례식장 협력업체관리,3,40
1202020105_14v1,장례식장 종사자교육,5,30
1202020106_14v1,장례식음료 서비스관리,2,16
1202020107_16v2,장의차량 서비스관리,2,30
1202020108_16v2,묘지운영지원,3,40
1202020109_14v1,묘지시설관리,4,24
1202020110_16v2,화장운영지원,3,40
1202020111_16v2,화장시설관리,4,50
1202020112_16v2,봉안운영지원,3,40
1202020113_14v1,봉안시설관리,4,24
1202020114_16v2,자연장 운영지원,3,40
1202020115_16v2,자연장지 조성관리,4,40
1202020201_16v2,장례 접수 안내,2,30
1202020202_16v2,장례 방법 상담,3,40
1202020203_16v2,장례용품 상담,4,50
1202020204_16v2,장례음식 상담,3,20
1202020205_16v2,종교별 의례 상담,3,50
1202020206_16v2,시신 안치 관리,4,40
1202020207_16v2,감염 관리,4,50
1202020208_16v2,시신 위생 관리,5,60
1202020210_16v2,발인 지도,4,30
1202020211_16v2,시신복원,5,80
1202020212_16v2,의례 예절 지도,4,30
1202020213_16v2,유족심리 상담,5,40
1202020214_16v2,장사시설 이용 안내,2,40
1202020215_16v2,장례지도 서비스 경영 관리,5,50
1202020216_16v2,염습준비,4,20
1202020217_16v2,염습,4,60
1203010101_22v3,여행상품 시장조사,4,50
1203010102_22v2,여행상품 상품성 검토,5,50
1203010103_22v3,여행상품 원가분석,4,50
1203010104_22v3,여행샘플상품 구성,3,30
1203010105_22v3,여행상품 샘플투어,3,30
1203010107_22v3,여행상품개발 자원관리,6,40
1203010108_22v2,여행상품 출시,5,50
1203010109_22v2,여행상품 관리,5,50
1203010113_22v3,여행상품 STP전략,4,50
1203010114_22v3,여행상품 마케팅 믹스,4,50
1203010203_22v3,여행상품상담 교육,5,30
1203010207_22v3,여행요금 상담,4,45
1203010209_22v2,여행 상품 계약,3,15
1203010210_22v3,여행 고객 관리,4,15
1203010213_22v2,교통편 발권,3,45
1203010214_22v2,지상수배,3,15
1203010216_22v2,여행서류 확인,2,15
1203010217_22v2,고객 응대 서비스,2,30
1203010218_22v3,여행 상품 설명,3,30
1203010219_22v3,교통편 조회 예약,2,30
1203010301_22v3,국내여행안내 행사지시서 확인,2,15
1203010302_22v2,국내여행안내 행사준비,3,40
1203010303_22v3,미팅(meeting),2,40
1203010304_22v3,교통편 탑승 후 오리엔테이션,3,40
1203010305_22v3,관광자원 해설,3,50
1203010306_22v2,국내여행안내 행사진행,3,20
1203010307_22v3,국내여행안내 시 안전관리,4,30
1203010308_22v2,국내여행고객 만족관리,4,20
1203010309_22v3,센딩(Sending),2,40
1203010310_22v2,국내여행안내 정산·보고,4,40
1203010401_16v2,국외여행안내 행사확정 확인,3,15
1203010402_16v2,국외여행안내 사전 정보 확인,3,20
1203010405_13v1,기내 업무,3,20
1203010406_16v2,입국 업무,3,20
1203010407_16v2,국외여행 행사관리,3,30
1203010408_16v2,국외여행 시 안전관리,3,40
1203010409_16v2,국외여행고객 만족관리,3,40
1203010410_16v2,국외여행 정산·보고,3,20
1203010411_16v1,국외여행안내 행사정보 파악,2,15
1203010412_16v1,국외여행안내 사전 정보 지원,2,15
1203010413_16v1,출국장 업무,2,15
1203010414_16v2,출국업무,3,20
1203010501_15v2,기내 안전관리,3,60
1203010502_13v1,승객 탑승 전 준비,3,20
1203010503_16v2,승객 탑승 및 이륙전 서비스,3,30
1203010504_13v1,비행 중 서비스,3,30
1203010505_16v2,착륙 전 서비스,3,30
1203010506_16v2,착륙 후 서비스,3,30
1203010507_13v1,승객 하기 후 관리,3,20
1203010508_13v1,응급환자 대처,3,30
1203010509_16v2,객실승무 관리,4,20
1203010510_16v1,기내음료 서비스,2,15
1203010511_16v1,항공서비스 업무 기본,2,15
1203010512_16v1,항공 기내방송 업무,3,30
1203010513_16v1,고객만족 서비스,3,15
1203010514_16v1,항공서비스 매너,2,15
1203020102_23v2,관광숙박 판촉,4,30
1203020106_23v2,관광숙박 구매,4,15
1203020108_23v2,관광숙박 총무,5,15
1203020110_23v2,관광숙박 운영 기획,6,24
1203020111_23v2,관광숙박 사업 개발,7,30
1203020112_23v3,관광숙박 마케팅,5,30
1203020113_23v2,관광숙박 회계,4,30
1203020114_23v2,관광숙박 인적자원관리,5,30
1203020201_19v2,객실 예약 관리,3,30
1203020202_13v1,체크 인(Check In),3,15
1203020203_19v2,재실(In-house)고객 관리,4,15
1203020205_13v1,객실 일일 마감,4,15
1203020207_13v1,객실 매출 관리,5,20
1203020211_19v2,체크 아웃(Check Out) 정산,3,20
1203020212_19v2,하우스키핑 관리,3,20
1203020301_19v2,식음료 업장 운영,3,20
1203020302_19v2,호텔 레스토랑 서비스,2,45
1203020303_19v2,호텔 음료 서비스,2,45
1203020304_19v2,델리 숍 운영,3,10
1203020305_19v2,식음료 직원 관리,5,30
1203020306_13v1,식음료 고객 관리,4,30
1203020307_13v1,식음료 메뉴 기획,5,30
1203020308_19v2,부대업장 손익 관리,5,30
1203020309_19v2,휘트니스 센터 회원 관리,4,10
1203020310_19v2,휘트니스 센터 운영,3,10
1203020401_23v3,연회 판촉,4,30
1203020402_23v3,연회 예약 상담,3,30
1203020405_23v2,연회 행사 진행,2,30
1203020406_23v3,웨딩 행사 준비,3,30
1203020407_23v2,출장 연회,3,30
1203020408_23v3,연회 행사 정산,3,30
1203020409_23v2,연회 행사 사후관리,3,30
1203020411_23v2,연회 행사 준비,3,30
1203020501_19v2,발렛(valet),2,20
1203020502_19v2,도어 데스크,2,20
1203020503_19v2,벨 데스크,2,25
1203020504_19v2,컨시어지(concierge),3,20
1203020505_19v2,GRO(Guest Relations Officer),4,25
1203020506_19v2,귀빈층 라운지(EFL),3,20
1203020507_19v2,비즈니스 센터,3,20
1203020508_19v2,고객 서비스 센터,3,20
1203020509_19v2,당직,5,20
1203030101_23v3,회의 유치,8,24
1203030102_23v3,신규회의 개발,7,24
1203030103_23v3,회의 개최 기획,7,24
1203030104_23v3,회의 예산 관리,6,20
1203030105_23v3,회의 후원 유치,6,20
1203030106_23v3,회의 프로그램 설계,5,24
1203030110_23v3,회의인력 관리,3,20
1203030111_23v3,회의 현장조성,4,20
1203030112_23v2,회의 위기관리,5,20
1203030113_23v3,회의 사후관리,3,20
1203030114_17v3,회의 등록 및 숙박 관리,3,24
1203030115_23v4,의전·수송·관광·식음료 관리,3,24
1203030116_17v2,회의 홍보 및 마케팅,5,20
1203030117_23v3,회의 제작물 기획 관리,4,20
1203030201_22v3,전시회 개발,7,50
1203030202_22v3,전시회 개최 계획 수립,7,50
1203030204_22v3,전시회 참가업체유치,5,40
1203030212_22v3,전시회 비즈니스 매칭,5,40
1203030214_22v3,전시회 안전관리,5,40
1203030217_22v3,전시장 조성,4,30
1203030218_22v3,전시회 광고·홍보,3,20
1203030219_22v3,전시회 참관객 유치,4,30
1203030220_22v3,전시회 운영,5,40
1203030221_22v1,전시장 운영 관리,5,40
1203030301_23v3,이벤트 기획·제안,8,24
1203030302_23v3,이벤트 예산 관리,7,24
1203030303_23v3,이벤트 계획 및 관리,6,24
1203030304_23v3,이벤트 현장 연출,7,75
1203030305_23v2,이벤트 영상 제작 기획·관리,5,24
1203030306_13v1,이벤트 출연진 섭외 관리,4,15
1203030307_23v3,이벤트 식음료 계획·관리,4,15
1203030308_23v3,이벤트 제작물 관리,4,20
1203030309_23v2,이벤트 행사 의전,6,15
1203030310_23v2,이벤트 현장 인력 관리,3,15
1203030311_23v2,이벤트 사진·영상 기록물 관리,5,15
1203030312_23v2,이벤트 협력사 관리,5,15
1203030313_23v3,이벤트 현장 안전 관리,6,15
1203040101_13v1,카지노 사업기획,7,70
1203040103_13v1,카지노 인력수급,4,45
1203040104_13v1,카지노 마케팅전략수립,7,70
1203040105_16v2,카지노 상품선정,4,50
1203040106_16v2,카지노 시장창출,4,50
1203040107_16v2,카지노 고객서비스전략수립,4,50
1203040108_13v1,카지노 고객관리,4,45
1203040109_16v2,카지노 직원교육기획,4,50
1203040110_13v1,카지노 전산시스템구축계획,5,60
1203040111_13v1,카지노 보안,4,45
1203040112_16v2,카지노 영업장배치,4,50
1203040113_16v2,카지노 게임기기 배치,4,50
1203040201_23v2,카지노 영업 관리,6,40
1203040202_23v2,테이블 게임 관리,5,40
1203040204_23v2,머신 게임 관리,3,40
1203040205_23v2,카지노 영업회계 관리,3,40
1203040206_23v2,카지노 고객 지원,3,20
1203040207_23v2,카지노 영업 지원,2,40
1203040208_23v2,서베일런스 운영,4,40
1203040215_23v3,테이블 게임 전문진행,3,45
1203040216_23v3,룰렛 게임 수행,3,45
1203040217_23v3,블랙잭 게임 수행,3,45
1203040218_23v3,바카라 게임 수행,3,45
1203040219_23v1,기타 게임 수행,3,45
1203040303_16v2,크루즈 식음료 관리,4,50
1203040304_16v2,크루즈 조리 관리,4,50
1203040305_16v2,크루즈 기항지관광 관리,4,50
1203040306_16v2,크루즈 카지노 관리,4,50
1203040307_16v2,크루즈 위락 시설 관리,4,50
1203040308_13v1,크루즈 마케팅,6,135
1203040309_16v2,크루즈 지상 지원 관리,4,50
1203040310_16v2,크루즈 선상 지원 관리,4,50
1203040311_16v2,크루즈 승객서비스 관리,4,50
1203040312_16v2,크루즈 여행정보 관리,4,50
1203040313_16v2,크루즈 캐빈 관리,4,50
1203040314_16v2,크루즈 승객지원 관리,4,50
1203040401_16v2,유원시설 기획,7,50
1203040403_16v2,어트랙션 운영 관리,3,50
1203040408_16v2,유원시설 시설 관리,6,50
1203040409_16v2,유원시설 마케팅,5,50
1203040410_16v2,유원시설 운영 지원,6,50
1203040411_16v2,유원시설 고객 응대,3,50
1203040412_16v2,유원시설 현장서비스 관리,3,50
1203040413_16v2,유원시설 상품 기획개발,4,50
1203040414_16v2,유원시설 상품 판매관리,3,50
1203040415_16v2,유원시설 식음료 기획,4,50
1203040416_16v2,유원시설 식음료 업장 운영,3,50
1203040417_16v2,유원시설 이벤트 기획,4,50
1203040418_16v2,유원시설 이벤트 운영,3,50
1203040419_16v2,유원시설 전시 기획,4,50
1203040420_16v2,유원시설 전시 운영,3,50
1203040501_18v1,리조트 회원 관리,4,40
1203040502_18v1,리조트 회원 입·퇴실 관리,3,40
1203040503_18v1,리조트 객실 운용 관리,3,40
1203040504_18v1,리조트 식음료 관리,3,40
1203040505_18v1,리조트 편의시설 관리,3,40
1203040506_18v1,리조트 단체행사 관리,3,40
1203040507_18v1,리조트 상품기획 관리,4,40
1203040508_18v1,리조트 안전 관리,3,40
1204010103_20v2,스포츠용품 시제품 제작,4,30
1204010104_20v2,스포츠용품 검증,5,30
1204010105_20v2,스포츠용품 인증관리,4,30
1204010106_20v2,스포츠용품 생산공정 설계,4,30
1204010107_20v2,스포츠용품 자재관리,3,20
1204010108_20v2,스포츠용품 생산관리,3,20
1204010109_20v2,스포츠용품 설치·사후관리,2,20
1204010110_20v2,스포츠용품 개발 계획수립,4,40
1204020101_22v3,스포츠시설 고객요구 파악,4,30
1204020103_22v3,스포츠시설 부지선정,5,20
1204020104_22v3,스포츠시설 사업 타당성 평가,4,20
1204020105_22v3,스포츠시설 선행사례 조사 분석,3,30
1204020106_22v3,스포츠시설 건축,4,30
1204020107_22v3,스포츠시설 내부 공간구성,4,30
1204020108_22v3,스포츠시설 사후관리,3,30
1204020201_22v3,스포츠시설 경영기획,4,30
1204020202_22v3,스포츠시설 마케팅관리,4,50
1204020203_16v2,스포츠시설 재무관리,4,50
1204020204_16v2,스포츠시설 운영지원,4,50
1204020205_22v3,스포츠시설물 운용관리,4,30
1204020206_22v3,스포츠시설 고객관리,4,50
1204020207_16v2,스포츠시설 서비스운영,3,25
1204020208_16v2,스포츠시설 안전관리,3,30
1204020209_16v1,스포츠시설 법률지원,4,30
1204020210_16v1,공동주택 스포츠 커뮤니티관리,4,30
1204030101_16v2,선수스포츠 안전지도,4,20
1204030102_18v3,선수스포츠 윤리지도,3,15
1204030103_14v1,선수스포츠 심리훈련지도,6,45
1204030104_16v2,선수스포츠 체력육성지도,4,50
1204030105_16v2,선수스포츠 컨디셔닝지도,4,50
1204030106_14v1,겨루기종목지도,4,30
1204030108_14v1,조준종목지도,4,30
1204030109_14v1,경연종목지도,4,30
1204030110_14v1,라이딩종목지도,4,30
1204030111_14v1,체력육성종목지도,4,30
1204030112_16v2,선수스포츠 경기력분석관리,5,30
1204030113_16v1,선수상담지도,3,30
1204030114_16v1,선수체력평가,3,30
1204030115_16v1,동작분석지도,4,50
1204030116_16v1,스포츠마사지지도,3,50
1204030117_16v1,e스포츠지도,3,30
1204030118_18v2,골경기지도,4,40
1204030119_18v2,네트경기지도,4,40
1204030120_18v2,야구형경기지도,4,40
1204030201_14v1,일반인스포츠 프로그램 기획,6,30
1204030202_14v1,일반인스포츠 회원관리,3,30
1204030203_14v1,유소년스포츠지도,4,30
1204030204_14v1,청소년·성인스포츠지도,4,30
1204030205_14v1,노인스포츠지도,4,40
1204030206_14v1,장애인스포츠지도,4,40
1204030208_14v1,스포츠클럽 지도사관리,5,30
1204030209_16v2,일반인스포츠 환경관리,3,15
1204030210_16v1,생활자세교정지도,3,30
1204030211_16v1,신체활동지도,3,30
1204030212_16v2,해양스포츠지도,3,50
1204030213_16v2,항공스포츠지도,3,50
1204030214_16v2,뉴스포츠지도,3,50
1204030215_16v2,아웃도어스포츠지도,3,50
1204030216_18v1,전통스포츠지도,4,30
1204030301_14v1,건강운동기획,5,40
1204030302_14v1,건강운동상담,3,30
1204030303_14v1,건강운동검사,5,40
1204030304_14v1,건강운동평가,5,40
1204030305_16v2,건강운동프로그램개발,5,20
1204030306_16v2,유산소성운동지도,3,50
1204030308_16v2,유연성운동지도,3,20
1204030312_14v1,운동환경 안전관리,4,30
1204030313_16v1,체형개선,4,15
1204030314_16v1,신체대사기능향상지도,4,20
1204030315_16v1,운동수행능력지도,4,20
1204030316_16v1,체형분석지도,3,20
1204030317_16v1,신체교정운동지도,3,50
1204030318_16v1,바디웨이트운동지도,4,40
1204030319_16v2,프리웨이트운동지도,3,50
1204030320_16v2,머신웨이트운동지도,3,15
1204030321_16v2,심부근운동지도,3,50
1204030322_16v2,심혈관계질환자운동지도,5,50
1204030323_16v2,대사성질환자운동지도,5,50
1204030324_16v2,근육계질환자운동지도,5,50
1204030325_16v2,골격계질환자 운동지도,5,50
1204030326_16v2,다이어트프로그램지도,4,20
1204030327_16v2,그룹운동지도,4,50
1204030328_16v2,펑셔널트레이닝지도,4,50
1204030329_16v2,유연성회복,5,20
1204030330_16v2,고유수용성 회복,5,20
1204030331_16v2,근력회복,5,20
1204030332_16v2,운동기능회복,5,20
1204030333_16v2,수중운동회복,5,20
1204030334_16v2,동기유발,5,15
1204030335_18v1,테이핑지도,3,40
1204030401_14v1,경기자료기록,2,30
1204030402_16v2,경기영상 자료기록,4,30
1204030403_16v2,경기자료분석,3,30
1204030404_16v2,경기영상 자료분석,3,30
1204030405_16v2,경기분석 자료활용,5,40
1204030406_14v1,경기기록분석 자료관리,5,30
1204030407_14v1,경기분석 사업모형화,6,30
1204030408_18v1,승패예측,6,30
1204030501_17v2,심판 총괄관리,6,30
1204030502_17v2,심판 심의관리,5,30
1204030503_17v2,심판 자격관리,5,30
1204030504_14v1,심판 윤리지도,5,30
1204030505_17v2,경기개시관리,3,30
1204030506_14v1,경기진행,4,30
1204030507_17v2,경기판정,3,30
1204030508_17v2,경기종료관리,3,30
1204030509_17v1,심판 컨디션관리,3,30
1204030510_17v1,심판 인성훈련지도,5,30
1204030511_17v1,심판 심리훈련지도,4,30
1204030512_17v1,오심방지훈련 지도,4,30
1204030513_17v1,심판 가상훈련지도,4,30
1204030601_14v1,경기행정관리,5,30
1204030602_14v1,프로모션지원,4,30
1204030603_14v1,경기운영지원,3,30
1204030604_14v1,선수지원관리,6,30
1204030605_14v1,선수단관리,6,30
1204030606_14v1,경기력지원,5,30
1204030607_14v1,경기장관리,4,30
1204030608_14v1,경기용품관리,3,30
1204030609_16v2,스포츠경기현장체험,3,30
1204030610_16v2,스포츠 국제교류,7,30
1204030611_18v1,경기운영 인력 활용,5,30
1204030701_18v1,건강운동 ICT 융복합 콘텐츠개발 환경 분석,4,30
1204030702_18v1,건강운동 ICT 융복합 콘텐츠개발 기획,5,50
1204030703_18v1,건강운동 ICT 융복합 콘텐츠개발 적용기술 검토,5,50
1204030704_18v1,건강운동 ICT 융복합 콘텐츠개발 플랫폼 기획,6,60
